"AGEYRS","ROUND","SEX","COMM","PARTICIPANT","PARTICIPATION"
32,"12","M","inland",137,0.598496095534839
32,"13","F","inland",173,0.851128634527056
32,"13","M","inland",114,0.627794772328839
32,"14","F","inland",186,0.837814874367349
32,"14","M","inland",131,0.621568460875728
32,"15","F","fishing",106,0.843284953464571
32,"15","F","inland",324,0.818086075103349
32,"15","M","fishing",104,0.678055806312106
32,"15","M","inland",217,0.608664231727606
32,"15S","F","fishing",97,0.751900318392127
32,"15S","M","fishing",105,0.619634248146728
32,"16","F","fishing",69,0.741557433552165
32,"16","F","inland",235,0.798804212762123
32,"16","M","fishing",81,0.582407207796578
32,"16","M","inland",152,0.586012623065063
32,"17","F","fishing",81,0.703562612696316
32,"17","F","inland",277,0.801337105372129
32,"17","M","fishing",78,0.553744098959883
32,"17","M","inland",172,0.614382096567044
32,"18","F","fishing",87,0.71022872789639
32,"18","F","inland",250,0.780395274083944
32,"18","M","fishing",89,0.608539307510958
32,"18","M","inland",179,0.606708716601235
33,"06","F","inland",90,0.839230188419266
33,"06","M","inland",100,0.687711944105075
33,"07","F","inland",106,0.832498502382082
33,"07","M","inland",99,0.684336642714623
33,"08","F","inland",108,0.843828126942088
33,"08","M","inland",121,0.71793762786438
33,"09","F","inland",91,0.833406103096063
33,"09","M","inland",87,0.631699756677558
33,"10","F","inland",116,0.820152253443814
33,"10","M","inland",93,0.63387271845644
33,"11","F","inland",136,0.875932674159553
33,"11","M","inland",115,0.668415659383103
33,"12","F","inland",160,0.861296754045136
33,"12","M","inland",125,0.611986884053649
33,"13","F","inland",160,0.857635680194619
33,"13","M","inland",137,0.640081298313189
33,"14","F","inland",175,0.845698192228499
33,"14","M","inland",106,0.626597794289394
33,"15","F","fishing",68,0.852279930798532
33,"15","F","inland",241,0.830779016225695
33,"15","M","fishing",77,0.68672510179917
33,"15","M","inland",186,0.620076310162121
33,"15S","F","fishing",75,0.757858130754395
33,"15S","M","fishing",95,0.622745744038515
33,"16","F","fishing",79,0.756016399485419
33,"16","F","inland",250,0.813592451063888
33,"16","M","fishing",88,0.589788600289808
33,"16","M","inland",176,0.597554019192465
33,"17","F","fishing",76,0.72217826739216
33,"17","F","inland",259,0.810177456117491
33,"17","M","fishing",101,0.565870319622083
33,"17","M","inland",183,0.624810587018742
33,"18","F","fishing",71,0.722189148213073
33,"18","F","inland",282,0.791536052116677
33,"18","M","fishing",98,0.61514990294317
33,"18","M","inland",171,0.608861247615846
34,"06","F","inland",98,0.836273182976282
34,"06","M","inland",99,0.691920268185202
34,"07","F","inland",95,0.832912935443251
34,"07","M","inland",95,0.6881280940163
34,"08","F","inland",108,0.842892785519487
34,"08","M","inland",118,0.725879729411975
34,"09","F","inland",79,0.826089747990614
34,"09","M","inland",78,0.633614270047577
34,"10","F","inland",86,0.819742676647609
34,"10","M","inland",95,0.643369742008971
34,"11","F","inland",130,0.863093535541878
34,"11","M","inland",87,0.68745792149364
34,"12","F","inland",159,0.857748622033246
34,"12","M","inland",111,0.632329479702355
34,"13","F","inland",172,0.862653433955055
34,"13","M","inland",128,0.65687502363901
34,"14","F","inland",169,0.851778039176178
34,"14","M","inland",140,0.633110938291183
34,"15","F","fishing",56,0.859732180807822
34,"15","F","inland",260,0.842832868114604
34,"15","M","fishing",67,0.696662827745456
34,"15","M","inland",157,0.636013724115345
34,"15S","F","fishing",51,0.761446208724548
34,"15S","M","fishing",71,0.628302704749727
34,"16","F","fishing",82,0.772527707774821
34,"16","F","inland",292,0.827521939867057
34,"16","M","fishing",90,0.59994769314909
34,"16","M","inland",204,0.612562325442101
34,"17","F","fishing",70,0.746182600657527
34,"17","F","inland",210,0.818836295818066
34,"17","M","fishing",68,0.583184420650362
34,"17","M","inland",157,0.637288458587691
34,"18","F","fishing",81,0.736255499263654
34,"18","F","inland",249,0.803083426506092
34,"18","M","fishing",108,0.621376704540074
34,"18","M","inland",155,0.611540014803662
35,"06","F","inland",115,0.83155120703073
35,"06","M","inland",101,0.693304356662978
35,"07","F","inland",117,0.830983330539589
35,"07","M","inland",99,0.689588382474486
35,"08","F","inland",103,0.840653001592816
35,"08","M","inland",104,0.730138653470487
35,"09","F","inland",83,0.818408835010579
35,"09","M","inland",69,0.633490669227564
35,"10","F","inland",80,0.8175438201672
35,"10","M","inland",79,0.649662049020442
35,"11","F","inland",101,0.849607603575434
35,"11","M","inland",92,0.703456655509653
35,"12","F","inland",117,0.852118982105529
35,"12","M","inland",110,0.649121849433113
35,"13","F","inland",137,0.865989198347309
35,"13","M","inland",111,0.670479639237951
35,"14","F","inland",185,0.856881580633944
35,"14","M","inland",133,0.639492200474238
35,"15","F","fishing",63,0.865441010911014
35,"15","F","inland",219,0.851658231815521
35,"15","M","fishing",88,0.703872180365824
35,"15","M","inland",182,0.648313425406873
35,"15S","F","fishing",68,0.766232129108192
35,"15S","M","fishing",86,0.632427821292702
35,"16","F","fishing",65,0.784670361752332
35,"16","F","inland",248,0.838960062100735
35,"16","M","fishing",68,0.606748215706276
35,"16","M","inland",166,0.625979281665985
35,"17","F","fishing",83,0.765818271567199
35,"17","F","inland",266,0.827481523109354
35,"17","M","fishing",108,0.59576356400166
35,"17","M","inland",195,0.646713962006999
35,"18","F","fishing",68,0.749878068809388
35,"18","F","inland",254,0.813198462444052
35,"18","M","fishing",86,0.62659990236459
35,"18","M","inland",178,0.615312703611081
36,"06","F","inland",105,0.818792256187036
36,"06","M","inland",78,0.685539143364448
36,"07","F","inland",101,0.819273268780132
36,"07","M","inland",98,0.681555145750148
36,"08","F","inland",110,0.82941765636116
36,"08","M","inland",105,0.718423241693617
36,"09","F","inland",67,0.805989361104349
36,"09","M","inland",86,0.620039011004114
36,"10","F","inland",93,0.803673674060105
36,"10","M","inland",78,0.64110632363906
36,"11","F","inland",105,0.829111656395435
36,"11","M","inland",106,0.703923194873592
36,"12","F","inland",111,0.835634210277106
36,"12","M","inland",81,0.647619264794476
36,"13","F","inland",123,0.861523921681736
36,"13","M","inland",106,0.671139578139259
36,"14","F","inland",152,0.858411520797064
36,"14","M","inland",123,0.642565118761819
36,"15","F","fishing",43,0.858673140416929
36,"15","F","inland",231,0.8492871798689
36,"15","M","fishing",59,0.694090519224752
36,"15","M","inland",158,0.645699076912203
36,"15S","F","fishing",49,0.765811446206363
36,"15S","M","fishing",56,0.624015640440391
36,"16","F","fishing",51,0.776678105045525
36,"16","F","inland",254,0.844179912369913
36,"16","M","fishing",72,0.595585347866496
36,"16","M","inland",155,0.630386642053186
36,"17","F","fishing",69,0.770265553808367
36,"17","F","inland",311,0.834682831957913
36,"17","M","fishing",83,0.589153492248041
36,"17","M","inland",218,0.64585213251883
36,"18","F","fishing",71,0.760580304735619
36,"18","F","inland",197,0.816188884485715
36,"18","M","fishing",69,0.626574091347356
36,"18","M","inland",138,0.617268662591194
37,"06","F","inland",93,0.806761171886611
37,"06","M","inland",74,0.676281613032036
37,"07","F","inland",109,0.808351745184802
37,"07","M","inland",81,0.672677592592962
37,"08","F","inland",105,0.81867350545253
37,"08","M","inland",93,0.703062975822082
37,"09","F","inland",95,0.794822280560137
37,"09","M","inland",66,0.605266908039609
37,"10","F","inland",57,0.788780148936719
37,"10","M","inland",80,0.629905495784659
37,"11","F","inland",66,0.807253613131833
37,"11","M","inland",90,0.701452805905872
37,"12","F","inland",99,0.814806467670222
37,"12","M","inland",85,0.642085521080768
37,"13","F","inland",127,0.85389941802585
37,"13","M","inland",98,0.669518809948404
37,"14","F","inland",156,0.857761838470622
37,"14","M","inland",112,0.646307780204152
37,"15","F","fishing",54,0.849597372552482
37,"15","F","inland",194,0.843297064171174
37,"15","M","fishing",57,0.68259529503815
37,"15","M","inland",176,0.64066364874209
37,"15S","F","fishing",39,0.764132895215758
37,"15S","M","fishing",67,0.61409605775872
37,"16","F","fishing",54,0.76329679391463
37,"16","F","inland",196,0.846917332158093
37,"16","M","fishing",58,0.582728212096101
37,"16","M","inland",164,0.633410568070358
37,"17","F","fishing",60,0.769616968221724
37,"17","F","inland",216,0.841724722022619
37,"17","M","fishing",58,0.578527692619427
37,"17","M","inland",149,0.644349911033646
37,"18","F","fishing",88,0.769777524553093
37,"18","F","inland",269,0.817847776602245
37,"18","M","fishing",111,0.626935311083414
37,"18","M","inland",215,0.620794163303115
38,"06","F","inland",81,0.800764772669256
38,"06","M","inland",63,0.672936062791608
38,"07","F","inland",88,0.806885822146753
38,"07","M","inland",81,0.671332422802505
38,"08","F","inland",114,0.822862665977585
38,"08","M","inland",80,0.696391833024366
38,"09","F","inland",77,0.797340219455481
38,"09","M","inland",68,0.605195798673532
38,"10","F","inland",82,0.787200574678295
38,"10","M","inland",68,0.626801021357947
38,"11","F","inland",75,0.805471413892663
38,"11","M","inland",80,0.711289795816023
38,"12","F","inland",88,0.804730284151828
38,"12","M","inland",91,0.645886370230788
38,"13","F","inland",104,0.847584006680101
38,"13","M","inland",84,0.673630852201199
38,"14","F","inland",125,0.857541377792822
38,"14","M","inland",109,0.658615284294276
38,"15","F","fishing",52,0.861477187528976
38,"15","F","inland",190,0.840272768523324
38,"15","M","fishing",70,0.694253856867853
38,"15","M","inland",158,0.647716570679666
38,"15S","F","fishing",46,0.778611280037834
38,"15S","M","fishing",67,0.622587459419756
38,"16","F","fishing",41,0.756535639276116
38,"16","F","inland",215,0.849910815770518
38,"16","M","fishing",73,0.586542876702114
38,"16","M","inland",164,0.644164055136249
38,"17","F","fishing",58,0.770457000164926
38,"17","F","inland",228,0.855615178943324
38,"17","M","fishing",77,0.573660508807073
38,"17","M","inland",167,0.650444578279289
38,"18","F","fishing",52,0.780377755275526
38,"18","F","inland",243,0.825911618360196
38,"18","M","fishing",74,0.633281100827696
38,"18","M","inland",164,0.634175312667678
39,"06","F","inland",95,0.796704868560487
39,"06","M","inland",67,0.669894108926775
39,"07","F","inland",78,0.807162824462767
39,"07","M","inland",53,0.671786908159782
39,"08","F","inland",97,0.830087004440068
39,"08","M","inland",74,0.690987778658331
39,"09","F","inland",76,0.803459200321276
39,"09","M","inland",38,0.609611120398114
39,"10","F","inland",72,0.78977365588074
39,"10","M","inland",58,0.625871232625389
39,"11","F","inland",74,0.810744812065967
39,"11","M","inland",68,0.723099706540599
39,"12","F","inland",73,0.798106870077801
39,"12","M","inland",83,0.650965588775009
39,"13","F","inland",89,0.841088214912261
39,"13","M","inland",90,0.678434895340913
39,"14","F","inland",109,0.85663685714248
39,"14","M","inland",86,0.672859219127898
39,"15","F","fishing",48,0.878363195357127
39,"15","F","inland",166,0.83706808550661
39,"15","M","fishing",70,0.71066028749127
39,"15","M","inland",136,0.657703985011185
39,"15S","F","fishing",47,0.796730548607484
39,"15S","M","fishing",53,0.63473335831903
39,"16","F","fishing",47,0.749142263771383
39,"16","F","inland",194,0.852030658731586
39,"16","M","fishing",55,0.59372957889099
39,"16","M","inland",169,0.656981724013671
39,"17","F","fishing",56,0.768466447701154
39,"17","F","inland",218,0.870487764994149
39,"17","M","fishing",67,0.568623307433246
39,"17","M","inland",172,0.658445589258658
39,"18","F","fishing",56,0.790175505652709
39,"18","F","inland",223,0.834664509063227
39,"18","M","fishing",69,0.641910492385761
39,"18","M","inland",144,0.649886014701926
40,"06","F","inland",95,0.80072717325846
40,"06","M","inland",67,0.663174877062299
40,"07","F","inland",117,0.809692915235633
40,"07","M","inland",74,0.673876096993969
40,"08","F","inland",85,0.837452187571159
40,"08","M","inland",67,0.689439333837754
40,"09","F","inland",81,0.813549938109576
40,"09","M","inland",47,0.622441292889875
40,"10","F","inland",84,0.803411057959769
40,"10","M","inland",47,0.637187556820822
40,"11","F","inland",63,0.827150257462678
40,"11","M","inland",75,0.731855908116326
40,"12","F","inland",84,0.805891269979274
40,"12","M","inland",92,0.660424958853102
40,"13","F","inland",79,0.842816990338454
40,"13","M","inland",88,0.690125829735898
40,"14","F","inland",99,0.85549163518665
40,"14","M","inland",90,0.687296534189239
40,"15","F","fishing",43,0.896341455272351
40,"15","F","inland",163,0.842678655621584
40,"15","M","fishing",45,0.72991764009746
40,"15","M","inland",139,0.670290243619024
40,"15S","F","fishing",49,0.814169039622646
40,"15S","M","fishing",74,0.649502819331956
40,"16","F","fishing",42,0.753133606609279
40,"16","F","inland",199,0.857001196662606
40,"16","M","fishing",59,0.613043424778796
40,"16","M","inland",158,0.677203903034044
40,"17","F","fishing",45,0.760144419061386
40,"17","F","inland",220,0.881134984641634
40,"17","M","fishing",54,0.568660557794814
40,"17","M","inland",154,0.672185486002963
40,"18","F","fishing",57,0.796579436142194
40,"18","F","inland",208,0.848706745460757
40,"18","M","fishing",81,0.658430055003794
40,"18","M","inland",174,0.667372149375518
41,"06","F","inland",84,0.807418996662284
41,"06","M","inland",51,0.656380119206946
41,"07","F","inland",87,0.812562916587269
41,"07","M","inland",68,0.677126943550292
41,"08","F","inland",110,0.844837708080071
41,"08","M","inland",70,0.689023786566284
41,"09","F","inland",64,0.824358490542304
41,"09","M","inland",53,0.640881990913328
41,"10","F","inland",72,0.818851178083344
41,"10","M","inland",50,0.652223101992832
41,"11","F","inland",85,0.847768562384986
41,"11","M","inland",60,0.739894694152819
41,"12","F","inland",63,0.817714242882101
41,"12","M","inland",55,0.671752049151549
41,"13","F","inland",81,0.846126141620985
41,"13","M","inland",78,0.703521530574654
41,"14","F","inland",103,0.852806560855652
41,"14","M","inland",98,0.70165083940373
41,"15","F","fishing",17,0.915022639140554
41,"15","F","inland",120,0.848551948610111
41,"15","M","fishing",35,0.749411336565686
41,"15","M","inland",99,0.683018477184213
41,"15S","F","fishing",17,0.833257463757856
41,"15S","M","fishing",38,0.665809251495344
41,"16","F","fishing",37,0.760406889879123
41,"16","F","inland",163,0.861228274023478
41,"16","M","fishing",56,0.636872843651393
41,"16","M","inland",129,0.699768991852378
41,"17","F","fishing",40,0.748033127713229
41,"17","F","inland",193,0.890319292697066
41,"17","M","fishing",60,0.570283195608981
41,"17","M","inland",167,0.688499817599496
41,"18","F","fishing",48,0.80156764012735
41,"18","F","inland",203,0.862806951417059
41,"18","M","fishing",57,0.676663997054205
41,"18","M","inland",160,0.685717083576354
42,"06","F","inland",63,0.809801493496665
42,"06","M","inland",45,0.652653986745422
42,"07","F","inland",78,0.807399190866312
42,"07","M","inland",43,0.683178802256902
42,"08","F","inland",86,0.846499675704467
42,"08","M","inland",61,0.688751628931979
42,"09","F","inland",88,0.830458109755084
42,"09","M","inland",45,0.661907090479086
42,"10","F","inland",72,0.827572631107905
42,"10","M","inland",48,0.661512862095047
42,"11","F","inland",79,0.860082422511446
42,"11","M","inland",54,0.741941806013951
42,"12","F","inland",66,0.823935436581263
42,"12","M","inland",71,0.681637057893497
42,"13","F","inland",71,0.850435959156416
42,"13","M","inland",83,0.712665424144696
42,"14","F","inland",66,0.851085110392206
42,"14","M","inland",84,0.707197545357124
42,"15","F","fishing",28,0.914633002586559
42,"15","F","inland",111,0.844608637402658
42,"15","M","fishing",44,0.74306520208901
42,"15","M","inland",124,0.68899985665589
42,"15S","F","fishing",31,0.840806667707072
42,"15S","M","fishing",42,0.661085819652896
42,"16","F","fishing",30,0.766969661699316
42,"16","F","inland",148,0.8611154228854
42,"16","M","fishing",37,0.643408620491409
42,"16","M","inland",132,0.711547620874224
42,"17","F","fishing",38,0.73957223694909
42,"17","F","inland",179,0.893802894495193
42,"17","M","fishing",46,0.575472104974405
42,"17","M","inland",146,0.703485784721812
42,"18","F","fishing",54,0.803854599073634
42,"18","F","inland",184,0.864932858523717
42,"18","M","fishing",70,0.691627273632287
42,"18","M","inland",171,0.69861000501957
43,"06","F","inland",68,0.812766944299769
43,"06","M","inland",44,0.652427275351889
43,"07","F","inland",68,0.803189048741662
43,"07","M","inland",45,0.68916068008531
43,"08","F","inland",93,0.847637831251321
43,"08","M","inland",46,0.6896187880164
43,"09","F","inland",71,0.835275083983452
43,"09","M","inland",50,0.683517166780037
43,"10","F","inland",82,0.835315661285807
43,"10","M","inland",37,0.670179566515656
43,"11","F","inland",68,0.871239968451506
43,"11","M","inland",48,0.743727174900068
43,"12","F","inland",85,0.830452769339437
43,"12","M","inland",49,0.692478393707543
43,"13","F","inland",61,0.852257114112039
43,"13","M","inland",59,0.72136223434586
43,"14","F","inland",66,0.847054058688205
43,"14","M","inland",84,0.710115083783177
43,"15","F","fishing",27,0.905664245342141
43,"15","F","inland",101,0.837538034855487
43,"15","M","fishing",41,0.730713204298612
43,"15","M","inland",110,0.693216337262282
43,"15S","F","fishing",26,0.844449221456678
43,"15S","M","fishing",38,0.652674092712159
43,"16","F","fishing",20,0.773662115982094
43,"16","F","inland",109,0.857876346527651
43,"16","M","fishing",42,0.646767903801375
43,"16","M","inland",100,0.721053207633275
43,"17","F","fishing",38,0.72905985132315
43,"17","F","inland",151,0.89428248171912
43,"17","M","fishing",52,0.582002183748407
43,"17","M","inland",121,0.717957604491294
43,"18","F","fishing",44,0.804053789243992
43,"18","F","inland",184,0.864871211159659
43,"18","M","fishing",69,0.705259417552616
43,"18","M","inland",147,0.710616094908931
44,"06","F","inland",52,0.816801202202361
44,"06","M","inland",37,0.658940528510301
44,"07","F","inland",66,0.805985246494656
44,"07","M","inland",47,0.691189782786353
44,"08","F","inland",74,0.84985270937583
44,"08","M","inland",44,0.691329762317496
44,"09","F","inland",64,0.83771823284418
44,"09","M","inland",29,0.698400937349866
44,"10","F","inland",67,0.841632153872459
44,"10","M","inland",54,0.677024041476506
44,"11","F","inland",64,0.881272770028194
44,"11","M","inland",39,0.750155389571564
44,"12","F","inland",66,0.836638740771248
44,"12","M","inland",43,0.704049566880158
44,"13","F","inland",78,0.84634739915012
44,"13","M","inland",56,0.729131542002303
44,"14","F","inland",60,0.837995464084208
44,"14","M","inland",64,0.712732949395608
44,"15","F","fishing",12,0.891307709690042
44,"15","F","inland",101,0.829641669185792
44,"15","M","fishing",26,0.723185850346853
44,"15","M","inland",108,0.697149643029934
44,"15S","F","fishing",20,0.846212185756974
44,"15S","M","fishing",31,0.649805035630493
44,"16","F","fishing",23,0.775670330564195
44,"16","F","inland",121,0.850717653045243
44,"16","M","fishing",29,0.649947232580725
44,"16","M","inland",118,0.729818958261662
44,"17","F","fishing",17,0.716030073967295
44,"17","F","inland",145,0.892686755165818
44,"17","M","fishing",29,0.58762613454588
44,"17","M","inland",128,0.729647330327354
44,"18","F","fishing",34,0.802630168108065
44,"18","F","inland",165,0.866164145487163
44,"18","M","fishing",54,0.715061170015614
44,"18","M","inland",132,0.722177999223119
45,"06","F","inland",47,0.821777680369156
45,"06","M","inland",24,0.670849680954898
45,"07","F","inland",47,0.812039779319216
45,"07","M","inland",47,0.691226725376862
45,"08","F","inland",65,0.851925558188782
45,"08","M","inland",55,0.694381925469422
45,"09","F","inland",72,0.838197644640602
45,"09","M","inland",35,0.710290110361853
45,"10","F","inland",70,0.847188027369259
45,"10","M","inland",27,0.682137524920335
45,"11","F","inland",71,0.890368924080616
45,"11","M","inland",54,0.757457682136629
45,"12","F","inland",69,0.842418769928928
45,"12","M","inland",57,0.716558678789523
45,"13","F","inland",80,0.836798663684995
45,"13","M","inland",52,0.735525178915599
45,"14","F","inland",62,0.825621969111882
45,"14","M","inland",67,0.711618492512815
45,"15","F","fishing",22,0.862163752821202
45,"15","F","inland",79,0.818013621966797
45,"15","M","fishing",31,0.709306459501843
45,"15","M","inland",93,0.698705079411384
45,"15S","F","fishing",14,0.838433901542252
45,"15S","M","fishing",21,0.644405696362876
45,"16","F","fishing",19,0.773867413385883
45,"16","F","inland",106,0.838447403657671
45,"16","M","fishing",37,0.648424358432241
45,"16","M","inland",113,0.735403759802371
45,"17","F","fishing",12,0.698486307629562
45,"17","F","inland",118,0.886248718959958
45,"17","M","fishing",35,0.593922218578365
45,"17","M","inland",125,0.739726394748967
45,"18","F","fishing",30,0.797851044678497
45,"18","F","inland",132,0.864984555171175
45,"18","M","fishing",55,0.721746792206916
45,"18","M","inland",151,0.732931854723261
46,"06","F","inland",52,0.827611151759723
46,"06","M","inland",40,0.687970906511448
46,"07","F","inland",43,0.82258367503362
46,"07","M","inland",33,0.687276899885545
46,"08","F","inland",51,0.854009044487202
46,"08","M","inland",40,0.697940010640228
46,"09","F","inland",51,0.8353724127793
46,"09","M","inland",39,0.716111008061325
46,"10","F","inland",68,0.851374659025223
46,"10","M","inland",36,0.683928533631698
46,"11","F","inland",91,0.898047930887695
46,"11","M","inland",34,0.76639950890574
46,"12","F","inland",63,0.846422364254824
46,"12","M","inland",41,0.72983049207542
46,"13","F","inland",71,0.823131253859332
46,"13","M","inland",41,0.739561942567904
46,"14","F","inland",88,0.809626372405503
46,"14","M","inland",50,0.705285982634881
46,"15","F","fishing",7,0.814888420258115
46,"15","F","inland",63,0.802047777502972
46,"15","M","fishing",19,0.687701902504449
46,"15","M","inland",73,0.696513149791032
46,"15S","F","fishing",16,0.815105223681557
46,"15S","M","fishing",27,0.638010990823908
46,"16","F","fishing",14,0.763147398014857
46,"16","F","inland",88,0.81995994771917
46,"16","M","fishing",24,0.640130587551989
46,"16","M","inland",101,0.736979779203915
46,"17","F","fishing",21,0.67342875210301
46,"17","F","inland",122,0.873422225576377
46,"17","M","fishing",40,0.598955778169535
46,"17","M","inland",118,0.746522966921809
46,"18","F","fishing",12,0.789595448651673
46,"18","F","inland",136,0.860963646885385
46,"18","M","fishing",45,0.722337635495873
46,"18","M","inland",114,0.742557620830604
47,"06","F","inland",69,0.834392988248041
47,"06","M","inland",32,0.711251009644597
47,"07","F","inland",48,0.838149877480756
47,"07","M","inland",40,0.679788043966537
47,"08","F","inland",46,0.85575048313867
47,"08","M","inland",32,0.702500366511947
47,"09","F","inland",46,0.828511934202127
47,"09","M","inland",36,0.715090528556262
47,"10","F","inland",51,0.854403757389691
47,"10","M","inland",26,0.68151976865578
47,"11","F","inland",72,0.904638524427808
47,"11","M","inland",38,0.776477624303588
47,"12","F","inland",67,0.849126612141899
47,"12","M","inland",44,0.74352334102631
47,"13","F","inland",63,0.806677354323442
47,"13","M","inland",45,0.740365229935042
47,"14","F","inland",87,0.791539621052785
47,"14","M","inland",46,0.691700950177058
47,"15","F","fishing",11,0.744197970977654
47,"15","F","inland",83,0.78262321936327
47,"15","M","fishing",18,0.655104075881583
47,"15","M","inland",79,0.689052783836568
47,"15S","F","fishing",9,0.768596360757318
47,"15S","M","fishing",19,0.628680024233241
47,"16","F","fishing",11,0.741251741257047
47,"16","F","inland",80,0.793440468161728
47,"16","M","fishing",26,0.621940357130882
47,"16","M","inland",95,0.733190424375829
47,"17","F","fishing",12,0.638181441764399
47,"17","F","inland",90,0.852072815483074
47,"17","M","fishing",29,0.603824686777706
47,"17","M","inland",117,0.749925674918218
47,"18","F","fishing",20,0.772812885487806
47,"18","F","inland",105,0.852653600805282
47,"18","M","fishing",32,0.715077152455361
47,"18","M","inland",119,0.750977039199208
48,"06","F","inland",46,0.841787877690254
48,"06","M","inland",42,0.739951027574102
48,"07","F","inland",69,0.860296272733257
48,"07","M","inland",35,0.667272073083602
48,"08","F","inland",52,0.856834376169811
48,"08","M","inland",43,0.70692056609774
48,"09","F","inland",39,0.814538747994679
48,"09","M","inland",28,0.70366006338865
48,"10","F","inland",45,0.855366332299254
48,"10","M","inland",32,0.672540066186967
48,"11","F","inland",56,0.909919434796553
48,"11","M","inland",36,0.78838536303582
48,"12","F","inland",81,0.849379829542853
48,"12","M","inland",37,0.7563657542855
48,"13","F","inland",52,0.787166109920912
48,"13","M","inland",41,0.736282624388928
48,"14","F","inland",65,0.771870512088284
48,"14","M","inland",42,0.667932502275007
48,"15","F","fishing",7,0.654145773042887
48,"15","F","inland",82,0.760843239979952
48,"15","M","fishing",15,0.610886753988992
48,"15","M","inland",56,0.672615462092715
48,"15S","F","fishing",12,0.691223063199398
48,"15S","M","fishing",18,0.620104639308349
48,"16","F","fishing",7,0.702270809959702
48,"16","F","inland",71,0.757438442391703
48,"16","M","fishing",14,0.590789006564912
48,"16","M","inland",75,0.722874387704514
48,"17","F","fishing",12,0.588357178616619
48,"17","F","inland",88,0.81991078416167
48,"17","M","fishing",32,0.606425788528346
48,"17","M","inland",87,0.747733837455088
48,"18","F","fishing",12,0.738830456672545
48,"18","F","inland",111,0.839045740143349
48,"18","M","fishing",41,0.693063882995801
48,"18","M","inland",100,0.757539697586521
49,"06","F","inland",45,0.849838382974242
49,"06","M","inland",35,0.772297628030337
49,"07","F","inland",51,0.889158238053819
49,"07","M","inland",36,0.651252905608754
49,"08","F","inland",62,0.857184192014174
49,"08","M","inland",41,0.711577829972423
49,"09","F","inland",35,0.788728151310582
49,"09","M","inland",28,0.682856670573477
49,"10","F","inland",40,0.853734964330343
49,"10","M","inland",28,0.657897326640609
49,"11","F","inland",56,0.914007229291786
49,"11","M","inland",30,0.801437446386947
49,"12","F","inland",54,0.847885304549884
49,"12","M","inland",35,0.767654930723523
49,"13","F","inland",77,0.76663874404939
49,"13","M","inland",39,0.726161623079146
49,"14","F","inland",46,0.752258050777627
49,"14","M","inland",30,0.627413888650605
49,"15","F","fishing",8,0.554679146093188
49,"15","F","inland",68,0.73900725345111
49,"15","M","fishing",14,0.551155129708394
49,"15","M","inland",37,0.641816404913335
49,"15S","F","fishing",4,0.567164028408054
49,"15S","M","fishing",15,0.610272204846683
49,"16","F","fishing",13,0.645092853575964
49,"16","F","inland",63,0.711072724761712
49,"16","M","fishing",18,0.541825528624498
49,"16","M","inland",72,0.704236871655791
49,"17","F","fishing",6,0.51577407891128
49,"17","F","inland",74,0.773005594508931
49,"17","M","fishing",11,0.606526584175767
49,"17","M","inland",78,0.738716872194552
49,"18","F","fishing",9,0.647022070380013
49,"18","F","inland",76,0.816422481204853
49,"18","M","fishing",20,0.648397548567412
49,"18","M","inland",94,0.761925377587081
